id_petshop,id_produto,id_cliente,created_at,quantidade,valor
4,17,163,2020-01-01,5,70.3
6,16,241,2020-07-30,2,106.99
3,1,494,2020-08-22,2,360
2,17,309,2022-05-16,2,70.3
6,17,53,2021-04-11,1,70.3
5,3,396,2021-07-02,1,154.9
6,14,491,2019-07-11,3,57.9
3,9,286,2021-09-15,4,28.99
6,3,87,2020-04-01,2,154.9
5,20,59,2019-08-30,4,95.99
5,17,188,2022-01-27,4,70.3
5,15,485,2022-01-10,4,548.99
1,19,486,2020-11-27,1,31.99
2,13,14,2020-03-20,3,35
6,23,236,2020-06-23,5,259.99
6,7,300,2021-11-11,4,8.99
6,21,58,2021-03-30,5,3299.99
6,11,366,2020-02-28,1,52.5
3,10,349,2019-12-10,1,20.99
2,12,314,2021-12-13,3,129.99
6,7,320,2021-07-23,3,8.99
1,20,272,2021-10-04,1,95.99
3,2,298,2019-07-26,5,2.99
3,17,372,2020-04-06,3,70.3
1,2,245,2020-06-17,2,2.99
2,12,227,2019-06-27,2,129.99
1,17,243,2019-11-07,1,70.3
1,15,184,2022-05-26,3,548.99
3,19,402,2019-11-10,5,31.99
4,12,105,2020-11-29,3,129.99
3,4,88,2020-05-17,4,131.99
6,23,39,2019-11-17,4,259.99
2,15,441,2019-07-31,4,548.99
2,7,401,2020-01-17,2,8.99
4,1,445,2021-07-05,5,360
4,12,428,2021-08-22,5,129.99
3,3,14,2020-06-04,2,154.9
5,9,148,2020-06-10,2,28.99
2,1,174,2022-02-06,5,360
1,14,335,2021-10-02,5,57.9
5,3,223,2021-06-24,2,154.9
3,9,240,2019-12-13,3,28.99
2,18,159,2020-04-16,1,95.99
6,8,262,2020-07-22,3,21.99
3,5,412,2022-04-18,4,28.99
2,2,438,2022-02-04,5,2.99
5,3,282,2021-05-22,3,154.9
3,10,27,2020-09-24,4,20.99
6,9,247,2021-10-14,1,28.99
5,11,163,2020-02-06,5,52.5
1,6,172,2020-09-06,1,9.99
6,21,76,2021-08-30,3,3299.99
2,17,27,2021-11-14,2,70.3
4,7,258,2021-12-22,4,8.99
5,12,463,2022-01-10,1,129.99
6,10,234,2020-07-14,3,20.99
5,3,4,2022-04-11,4,154.9
6,22,486,2020-07-09,3,78.99
4,18,141,2021-01-23,5,95.99
6,3,224,2020-06-15,2,154.9
3,14,122,2020-05-18,3,57.9
3,1,27,2021-11-01,1,360
4,18,492,2021-09-13,4,95.99
3,15,62,2019-07-09,4,548.99
5,10,112,2020-02-01,4,20.99
3,3,467,2021-12-03,5,154.9
2,5,373,2021-02-14,3,28.99
2,9,72,2021-03-04,1,28.99
5,12,177,2021-06-27,1,129.99
6,12,310,2021-01-08,4,129.99
2,15,127,2022-02-13,5,548.99
6,1,24,2021-05-22,1,360
2,6,265,2021-02-11,1,9.99
1,5,98,2019-06-17,1,28.99
6,19,81,2020-05-31,1,31.99
1,10,388,2020-07-18,2,20.99
2,21,349,2021-07-31,4,3299.99
5,11,149,2022-04-22,2,52.5
6,16,428,2020-05-03,5,106.99
3,4,121,2020-03-05,2,131.99
5,2,334,2020-05-11,1,2.99
6,17,252,2020-12-03,3,70.3
3,6,151,2021-06-18,5,9.99
3,12,55,2021-11-29,1,129.99
3,23,23,2022-02-16,5,259.99
3,10,98,2020-06-04,2,20.99
2,3,23,2020-03-25,5,154.9
6,21,412,2021-06-29,2,3299.99
6,17,1,2021-06-09,3,70.3
4,23,481,2019-09-04,4,259.99
4,20,93,2020-07-28,1,95.99
1,6,217,2021-09-03,4,9.99
5,18,360,2020-05-23,3,95.99
1,15,163,2021-12-27,3,548.99
4,9,207,2022-01-16,3,28.99
3,8,298,2020-01-27,4,21.99
5,15,282,2022-04-07,5,548.99
5,6,103,2020-06-30,5,9.99
2,12,337,2020-06-10,5,129.99
1,8,207,2020-01-20,1,21.99
4,10,397,2021-02-17,5,20.99
1,21,220,2020-01-02,4,3299.99
2,3,495,2020-10-29,1,154.9
6,10,151,2022-05-23,3,20.99
4,15,212,2020-12-31,1,548.99
5,20,336,2020-06-14,5,95.99
2,4,400,2019-07-23,1,131.99
2,9,346,2022-04-07,1,28.99
2,11,317,2021-07-22,4,52.5
4,7,281,2020-06-24,3,8.99
4,3,478,2020-05-06,2,154.9
3,22,373,2019-11-17,3,78.99
5,13,56,2020-09-06,2,35
6,22,45,2021-08-04,4,78.99
1,12,363,2020-11-07,1,129.99
3,9,478,2022-03-31,5,28.99
6,18,134,2021-04-22,4,95.99
4,8,418,2021-08-28,5,21.99
2,11,30,2021-03-31,1,52.5
4,5,122,2022-04-16,5,28.99
4,10,187,2022-03-24,5,20.99
6,16,38,2020-01-08,1,106.99
2,2,57,2020-04-29,1,2.99
3,21,78,2020-11-19,3,3299.99
4,16,308,2020-08-05,5,106.99
1,19,197,2020-01-13,5,31.99
1,6,18,2019-08-16,1,9.99
4,23,349,2022-01-15,5,259.99
6,8,72,2019-10-10,1,21.99
3,5,463,2021-02-20,5,28.99
5,2,260,2020-06-29,2,2.99
5,14,32,2021-04-11,3,57.9
1,17,390,2021-11-18,1,70.3
2,20,465,2020-01-13,1,95.99
4,8,500,2020-01-19,1,21.99
1,12,234,2020-10-12,5,129.99
4,6,122,2019-10-30,1,9.99
3,15,365,2021-02-19,2,548.99
6,10,64,2021-02-09,4,20.99
3,18,15,2020-07-31,3,95.99
2,7,308,2021-03-22,1,8.99
2,1,279,2019-06-05,3,360
6,19,482,2021-06-12,3,31.99
1,22,19,2022-03-11,3,78.99
2,21,13,2019-12-26,5,3299.99
6,16,491,2021-03-20,4,106.99
1,6,322,2021-06-14,5,9.99
1,4,112,2021-02-20,1,131.99
5,2,395,2020-12-06,1,2.99
5,20,253,2021-02-08,4,95.99
2,15,146,2021-06-17,2,548.99
5,22,24,2021-10-25,5,78.99
4,6,349,2019-07-20,1,9.99
2,22,429,2019-07-23,1,78.99
3,22,490,2019-11-01,4,78.99
2,9,80,2022-01-16,5,28.99
5,16,494,2019-11-03,3,106.99
4,4,436,2020-12-26,5,131.99
3,13,240,2019-09-26,5,35
6,7,290,2019-08-02,3,8.99
1,5,4,2019-06-09,5,28.99
6,23,18,2019-09-25,2,259.99
3,13,284,2020-01-28,1,35
3,19,45,2020-11-30,1,31.99
2,11,459,2020-07-10,2,52.5
3,4,494,2021-08-20,2,131.99
1,18,387,2022-04-03,5,95.99
6,5,440,2022-02-20,5,28.99
6,23,335,2020-02-17,2,259.99
4,18,286,2020-01-15,2,95.99
2,4,25,2019-07-23,1,131.99
3,16,367,2022-04-24,2,106.99
3,9,493,2021-09-13,4,28.99
1,2,305,2019-06-24,3,2.99
1,6,385,2022-01-12,3,9.99
1,6,189,2020-01-14,2,9.99
4,11,430,2020-06-30,2,52.5
2,18,415,2019-07-14,3,95.99
2,5,134,2020-01-14,5,28.99
6,23,167,2019-07-02,1,259.99
5,7,370,2020-06-27,4,8.99
1,13,92,2021-01-11,2,35
2,20,437,2021-07-09,5,95.99
6,13,101,2020-08-27,3,35
3,15,212,2020-01-16,3,548.99
1,5,145,2020-05-30,2,28.99
5,1,137,2020-06-23,5,360
3,21,392,2022-02-14,5,3299.99
4,9,245,2019-08-31,2,28.99
1,4,43,2021-04-24,3,131.99
5,19,488,2021-05-28,3,31.99
2,5,282,2020-05-12,5,28.99
3,3,193,2020-02-03,4,154.9
6,19,48,2021-04-12,3,31.99
4,9,77,2022-04-11,3,28.99
1,12,498,2019-09-02,5,129.99
3,14,476,2021-10-13,1,57.9
2,4,455,2022-04-06,5,131.99
2,23,136,2021-12-07,5,259.99
5,14,456,2019-08-30,5,57.9
4,12,348,2019-08-01,3,129.99
5,10,493,2022-04-14,2,20.99
4,14,433,2020-09-29,1,57.9
6,13,451,2019-10-10,1,35
2,12,397,2021-09-12,5,129.99
5,12,36,2021-09-12,2,129.99
3,9,395,2020-08-12,1,28.99
3,9,338,2020-12-16,4,28.99
3,11,361,2021-04-02,1,52.5
2,15,197,2021-04-07,1,548.99
4,3,95,2021-05-18,5,154.9
5,11,428,2020-02-23,5,52.5
4,13,351,2019-10-30,4,35
1,18,107,2019-06-19,3,95.99
4,20,210,2021-09-22,4,95.99
6,16,265,2021-12-24,2,106.99
4,9,150,2021-06-17,3,28.99
1,22,423,2021-02-10,5,78.99
2,13,271,2020-09-25,4,35
3,22,324,2019-10-22,4,78.99
2,7,237,2021-02-07,3,8.99
4,1,128,2022-04-29,2,360
1,21,292,2021-05-09,2,3299.99
2,3,266,2020-06-08,5,154.9
5,15,162,2021-04-22,4,548.99
5,23,126,2020-02-29,4,259.99
6,11,244,2020-06-26,3,52.5
1,10,291,2021-05-12,2,20.99
6,22,179,2021-02-19,1,78.99
5,15,362,2020-11-28,3,548.99
3,13,353,2019-08-13,1,35
6,22,491,2020-12-24,1,78.99
3,22,307,2021-10-18,4,78.99
5,12,106,2019-10-04,4,129.99
3,3,160,2020-10-28,2,154.9
2,17,194,2021-04-09,5,70.3
2,2,238,2021-07-07,4,2.99
5,4,100,2021-11-09,5,131.99
2,14,208,2020-07-25,2,57.9
1,19,210,2019-10-01,5,31.99
5,6,154,2020-12-19,5,9.99
4,11,287,2021-01-15,5,52.5
2,21,224,2021-05-01,4,3299.99
1,18,400,2021-11-17,2,95.99
3,23,417,2021-09-17,3,259.99
5,4,331,2020-07-18,3,131.99
2,7,252,2020-05-10,3,8.99
5,23,242,2021-12-25,3,259.99
2,19,59,2020-08-22,1,31.99
2,23,243,2019-07-11,4,259.99
1,3,307,2020-11-05,5,154.9
4,17,286,2021-12-28,2,70.3
5,1,29,2021-11-07,1,360
4,10,340,2019-10-20,2,20.99
2,5,394,2021-09-06,2,28.99
3,14,142,2021-11-13,4,57.9
5,22,128,2022-03-13,5,78.99
1,14,489,2019-07-24,1,57.9
1,3,219,2019-11-16,1,154.9
